,Unnamed: 0,Song,Artist,lyrics,Lyrics
1180,,"Culpa, Tengo",Elsa y Elmar,"Letra de ""Culpa, Tengo""
Ya supiste destruirlo todo, supiste hacerme daño
Ya pudiste comprobarte que eres eso que tanto has pensado de ti
Y yo siempre he estado aquí
Yo siempre aquí he estado esperando
Cuidándote viejas cicatrices intentando remediarlo

¿Y yo qué culpa tengo que no sepas lo que quieres
Y no quieras decidirte por mí?
¿Yo qué culpa tengo que no veas lo que eres
Y me tienes para ser feliz?
¿Yo qué culpa tengo? Oooh ¿Pero, qué culpa tengo?
¿Yo qué culpa tengo? Oooh ¿Y yo qué culpa tengo?

Te recuerdo que íbamos volando
Íbamos volando alto
Dejábamos de escuchar el ruido de la gente opinando
Muéstrame el futuro, dime algo que me haga creer en esto
Ahora solo puedes ver al cielo reflejado en el espejo
Y ni cuenta te has dado, ni cuenta te has dado

¿Y yo qué culpa tengo que no sepas lo que quieres
Y no quieras decidirte por mí?
¿Yo qué culpa tengo que no veas lo que eres
Y me tienes para ser feliz?
¿Yo qué culpa tengo? Oooh ¿Pero, qué culpa tengo?
¿Yo qué culpa tengo? Oooh ¿Yo qué culpa tengo?

Fuiste tú mi destello
Quédate con tu incendio
Fuiste tú mi destello
Quédate con tu incendio
¿Y y qué culpa tengo?

¿Yo qué culpa tengo?
¿Cómo esperas que me quede si no sientes lo que siento por ti?
Ahora lo comprendo, aunque parezca perfecto
No venimos de la misma raíz
¿Yo qué culpa tengo?
Si ahora quieres fuego oh
Te dejo con tu incendio
Te dejo con tu incendio
¿Y yo qué culpa tengo?
¿Pero qué culpa tengo?
¿Y yo qué culpa tengo? oh
Culpa tengo, yo",
1181,,Historia de un Amor,Eydie Gormé,none,
1182,,Piel Canela,Eydie Gormé,"Que se quede el infinito sin estrellas
O que pierda el ancho mar su inmensidad
Pero el negro de tus ojos que no muera
Y el canela de tu piel se quede igual

Si perdiera el arcoíris su belleza
Y las flores su perfume y su color
No sería tan inmensa mi tristeza
Como aquella de quedarme sin tu amor

Me importas tú, y tú, y tú
Y solamente tú, y tú, y tú
Me importas tú, y tú, y tú
Y nadie mas que tú
Ojos negros, piel canela
Que me llegan a desesperar
Me importas tú, y tú, y tú
Y solamente tú, y tú, y tú
Me importas tú, y tú, y tú
Y nadie mas que tú
Ojos negros, piel canela
Que me llegan a desesperar
Me importas tú, y tú, y tú
Y solamente tú, y tú, y tú
Me importas tú, y tú, y tú
Y nadie mas que tú",
1183,,Sabor a Mí,Eydie Gormé,"Tanto tiempo disfrutamos de este amor
Nuestras almas se acercaron tanto así
Que yo guardo tu sabor
Pero tú llevas también sabor a mí
Si negaras mi presencia en tu vivir
Bastaría con abrazarte y conversar
Tanta vida yo te di
Que por fuerza tienes ya, sabor a mí
No pretendo ser tu dueño
No soy nada, yo no tengo vanidad
De mi vida doy lo bueno
Soy tan pobre que otra cosa puedo dar
Pasarán más de mil años, muchos más
Yo no sé si tenga, amor, la eternidad
Pero allá tal como aquí
En la boca llevarás, sabor a mí
Sabor a mí",
1184,,Soledad y el Mar (feat. Los Macorinos),Natalia Lafourcade,"En el canto de las olas
Encontré un rumor de luz
Por un canto de gaviotas
Supe que allí estabas tú
Despidiendo últimamente todo lo que sucedió
Hoy saludo a mi presente y gusto de este dulce adiós
Voy a navegar en tu puerto azul
Quisiera saber de dónde vienes tú
Vamos a dejar que el tiempo pare
Ver nuestros recuerdos en los mares
Y esta soledad tan profunda
Que en el canto de las olas me quisiera sumergir
Embriagándome en su aroma algo nuevo descubrí
Voy a navegar en tu puerto azul
Quisiera saber de dónde vienes tú
Vamos a dejar que el tiempo pare
Ver nuestros recuerdos en los mares
Y esta soledad tan profunda
Que me cante el mar
Un bolero de soledad
Que me cante el mar
Que ando sola con soledad
Que me cante el mar
Un bolero de soledad
Que me cante el mar
Que ando sola con soledad
Soledad y el mar",
1185,,Ojos Noche,Elsa y Elmar,"Él siempre me recogía
Con su mirada de amante
Y me llevaba a lugares que yo no conocía
Cuando me recogía
Hablábamos de la vida
Y de sus planes cambiantes
Hablábamos del presente, de ayudar a la gente
De los tiempos de antes

Pero no lo vol-, no lo, lo volví a ver
Luego no lo vol-, no lo, lo volví a ver

Si yo decía la verdad, entonces
Sería obvio que él también lo hacía
Él me miraba con sus ojos noche
Y yo le creía lo que me decía

Él siempre me recogía
En su carroza flotante
Y me mostraba la luna
Me leía mi fortuna, me sentía importante
Andábamos por la noche
Buscando algún escondite
Para decirnos las cosas que solo con palabras
Imposible decirse

Pero no lo vol-, no lo, lo volví a ver
Luego no lo vol-, no yo lo busqué

Si yo decía la verdad, entonces
Sería obvio que él también lo hacía
Él me miraba con sus ojos noche
Y yo le creía lo que decía
Si yo decía la verdad, entonces
Él me miraba con sus ojos de noche
(De noche, de noche, de noche)

Ven y me muestras todo lo que escondes
Para curarnos todas las heridas
Ven y me miras con tus ojos de noche
Ven y me muestras todo lo que escondes
Para curarnos todas las heridas
Ven y me miras con tus ojos de noche

Si yo decía la verdad, entonces
Sería obvio que él también lo hacía
Él me miraba con sus ojos noche
Y yo le creía lo que decía",
1186,,Desilusion,Gotan Project,"Romantic Argentina
New York City
One of the richest countries in the world
Buenos Aires
A wonder city
Niebla espesa en Buenos Aires
Volverá el sol a salir
El ""paco"" haciendo estragos
Gente sin porvenir
Amargo desencanto
Tener que verte así
República argentina
Argentina de plata
La tierra de plata
La tierra argentina
Extraño sentimiento
Pasión, desilusión
Como en la serenata
De María Elena Walsh
Me duele si me quedo
Yo te quiero, mi amor
Romantic Argentina
Yo te quiero mi amor",
1187,,Celos,Gotan Project,"Celos, pudo el amor ser distinto
Redes, trampa mortal en mi camino
Y en un café, un café de ciudad
Me contaste otra vez tu destino

Celos, celos en suelo argentino
Fiebre, y mi ilusión que se deshizo
Mientras te burlas de mí en tu canción
No me puedo librar del hechizo

Nubes, nubes de sal y de hastío
Dudas, pago por ver lo que he perdido
La capital te atrapó, te embriagó
En el triste ritual del olvido

Mmm, pudo el amor ser distinto
Mmm, crudo final discepoliano
Y en un café, un café de verdad
Cayó el último acorde del piano",
1188,,Whatever Lola Wants - Gotan Project Remix,Sarah Vaughan,"Whatever Lola wants
Lola gets
And little man, little Lola wants you
Make up your mind to have no regrets
Recline yourself, resign yourself, you're through
I always get what I aim for
And your heart'n soul is what I came for
Whatever Lola wants
Lola gets
Take off your coat
Don't you know you can't win?
You're no exception to the rule
I'm irresistible, you fool, give in!...Give in!...Give in!
Hello, Joe
It's me
He hits so far
-hold on-that's you
Aaah-haaaaaa
Poo poo pa doop
Peek-a-boo
Yoo-hoo
I always get what I aim for
And you heart'n soul is what I came for
...Lola wants
...Lola gets
...You'll never win
I'm irresistible, you fool
Give in...Give in...Give in",
1189,,Take Me Or Leave Me,Idina Menzel,"Every single day I walk down the street
I hear people say, ""Baby, so sweet""
Ever since puberty everybody stares at me
Boys, girls, I can't help it, baby
So be kind
And don't lose your mind
Just remember that I'm your baby
Take me for what I am
Who I was meant to be
And if you give a damn
Take me, baby, or leave me
Take me, baby, or leave me
A tiger in a cage can never see the sun
This diva needs her stage—baby, let's have fun!
You are the one I choose
Folks would kill to fill your shoes
You love the limelight too now, baby
So be mine
But don't waste my time
Crying, ""Oh, honey bear, are you still my, my, my baby?""
Take me for what I am
Who I was meant to be
And if you give a damn
Take me baby or leave me
No way can I be what I'm not
But hey, son't you want your girl hot?
Don't fight, son't lose you head
'Cause every night who's in your bed?
Who?
Who's in your bed?
Kiss pookie

It won't work, I look before I leap
I love margins and discipline
I make lists in my sleep, baby
What's my sin?
Never quit, I follow through
I hate mess but I love you
What to do with my impromptu baby
So be wise
'Cause this girl satisfies
You got a prize but don't compromise
You're one lucky baby

Take me for what I am

A control freak

Who I was meant to be

A snob, yet over-attentive

And if you give a damn

A lovable, droll geek

Take me baby, or leave me

And anal retentive!

That's it

The straw that breaks my back

I quit

Unless you take it back

Women

What is it about them?

Can't live with them or without them
Take me for what I am

Who I was meant to be (Who I was meant to be)
And if you give a damn (And if you give a damn)
Then you'll take me, baby (Oh, take me, baby)
Or leave me (Take me or l-l-l-leave me)

Take me, baby
Or leave me
Guess I'm leaving
I'm gone",
1190,,"Hey, Ma",Bon Iver,"I waited outside
I took it remote
I wanted a bath
""Tell the story or he goes""
""Tell the story or he goes""

Full time, you talk your money up
While it's living in a coal mine
Tall time to call your Ma
Hey Ma, hey Ma
Tall vote, you know you mope it up
Well, you wanted it your whole life
You're back and forth with light

I waited outside
I was tokin' on dope
I hoped it all won't go in a minute
With the past that you know
I wanted all that mind sugar
I want it all mine
I had a heavy mind, sugar
I took it, it was right

Full time, you talk your money up
While it's living in a coal mine
Tall time to call your Ma
Hey Ma, hey Ma
Tall vote, you know you mope it up
Well, you wanted it your whole life
You're back and forth with light

You're back and forth
You're back and forth
You go back and forth
And then you're back and forth
And back and forth

I waited outside
Then you took me in the room
And you offered up the truth
My eyes crawling up the window to the wall
From dusk 'til dawn
Let me talk to 'em
Let me talk to 'em all

Full time, you talk your money up
While it's living in a coal mine
Tall time to call your Ma
Hey Ma, hey Ma
Tall vote, you know you mope it up
Well, you wanted it your whole life
You're back and forth with light",
1191,,Notion,Tash Sultana,"I hear the birds when they're singing
I hear the sirens when they're ringing
But I can't take my mind off of you
A thousand words pour out of my mouth
Distance over depth is proven unannounced
Is it real? 'Cause I don't feel alright

I got this notion
In the deepest ocean
Calling out my name
Screaming out in vain
Singing hallelujah

Tell your mother she don't understand
Tell your mother she's not listening
Why don't you tie my heart with chains made of string
I rolled the dice
You sealed the deal
That don't matter
The pain is real
I won't follow you
Into the dark

I got this notion
In the deepest ocean
Calling out my name
Screaming out in vain
Singing hallelujah
These notions
Hmm, in the deepest as ocean
Calling out my name
Screaming out in vain
Singing hallelujah

Singing hallelujah to you
Calling out my name
I'm in the deepest ocean
Calling out my name
Singing hallelujah to you",
1192,,Jungle,Tash Sultana,"I see the way you move
It's so fluid
With you by my side
Got nothing to hide
Now that you're hurting I see
The tears behind those eyes
And I can't wipe them clear
Your love was like gold to me

But you hold me closer to the light
Wouldn't find the bullet inside
Unless you magnified
But you throw me into the deep end
Expect me to know how to swim
And I, I put my faith inside my hands
'Cause I will be just fine

Welcome to the jungle
Are you gonna dance with me?
Welcome to the jungle
You got to close your eyes to see
Welcome to the jungle
Are you gonna dance with me?
Well, no nah
Well, no nah, ooh

Sitting tight with my black jeans on and I'm paralyzed
Make your way toward the sun
Got the palest soul you ever seen
Oh, darling, you mightn't be the one
Sitting tight with my curly hair
When you're making your way with that sheepish stare
Said, ""Are you real? Do you feel? Are you there?""

Ashes to ashes
In the embers I blaze
Oh, I gotta rise amongst it all
And I think about your face every day
But you hold me closer to the light
You wouldn't find the bullet inside
Only if you magnified

Welcome to the jungle
Are you gonna dance with me?
Welcome to the jungle
You got to close your eyes to see
Welcome to the jungle
Are you gonna dance with me?
Well, no nah
Well, no nah, ooh",
1193,,Say It First,Sam Smith,"I never feel like this
I'm used to emptiness in my heart
And in my arms
You're not what I'm used to
You keep me guessin' with things that you do
I hope that they're true

'Cause I'm never gonna heal my past
If I run every time it starts
So I need to know if I'm in this alone

Come on, baby, say it first
I need to hear you say those words
If I'm all that you desire, I promise there'll be fire
I need to hear you say it first
Come on, baby, do your worst
I know you'll take me higher
So come on, darling
If you love me, say it first
Say it, say it, say it
Won't you say it to me?
Say it, say it, say it
Won't you say it to me?

I know you're right for me
But I'm waiting for everything in your world
To align with my world
I think of you while I sleep
I dream of what we could be if we grow
Together unfold

'Cause I'm never gonna heal my past
If I run every time it starts
So I need to know if I'm in this alone

Come on, baby, say it first
I need to hear you say those words
If I'm all that you desire, I promise there'll be fire
I need to hear you say it first
Come on, baby, do your worst
I know you'll take me higher
So come on, darling
If you love me, say it first
Say it, say it, say it
Won't you say it to me?
Say it, say it, say it
Won't you say it to me?
Say it first
Say it, say it, say it
Won't you say it to me?
Say it, say it, say it
Won't you say it to me?
Come on, baby, say it first
I need to hear you say those words
If I'm all that you desire, I promise there'll be fire
I need to hear you say it first
Come on, baby, do your worst
I know you'll take me higher
So come on, darling
If you love me, say it first
Say it, say it, say it
Won't you say it to me?
Say it, say it, say it
Won't you say it to me?
Say it, say it, say it
Won't you say it to me?
Say it, say it, say it
Won't you say it to me?",
1194,,and she was,Carlos Cipa,none,
1195,,"Chopin: Waltz No. 9 in A-Flat Major, Op. Posth. 69 No. 1 ""Farewell""",Frédéric Chopin,none,
1196,,"Baby, You Make Me Crazy",Sam Smith,"You say that you're leavin', but I don't think I can let go
When you put the phone down, I began to cry
What are you to do when the person that you love just says no?
Boy, get yourself together, move on with your life

So I'm gonna play my favourite rhythm
Gotta get you out my system
I would do anything to keep you off my mind
I'm gonna have to call my sisters
Be around the ones who listen
Anything to drown you out tonight

Baby, you make me crazy
Why'd you have to fill my heart with sorrow?
Save me, make it all hazy
So I don't think about you 'til tomorrow

It wasn't enough, but you could've had the guts to face me
It would have meant so much if you'd looked me in the eye
Oh, why do I always fall for the ones who have no courage?
I must see some kind of beauty in their lies

So I'm gonna play my favourite rhythm
Gotta get you out my system
I would do anything to keep you off my mind
And then I'll have to call my sisters
Be around the ones who listen
Anything to drown you out tonight

Baby, you make me crazy
Why'd you have to fill my heart with sorrow?
Save me, make it all hazy
So I don't think about you 'til tomorrow

Mmm, mmm, mmm
Oh, no, no, no

Baby, you make me crazy
Why'd you have to fill my heart with sorrow?
Save me, make it all hazy
So I don't think about you 'til tomorrow
Baby, you make me crazy
Why'd you have to fill my heart with sorrow?
Save me, make it all hazy
So I don't think about you 'til tomorrow",
1197,,"Fire On Fire - From ""Watership Down""",Sam Smith,none,
1198,,One Last Song,Sam Smith,"Maybe one day, I won't sing about you
I'll sing a song about someone new
But right here, right now, you are on my mind
And I think about you all the time

I'm sendin' a message to you
And I'm hopin' that it will get through

When it was good, it was bittersweet, honey
You made me sad till I loved the shade of blue
I know you don't wanna talk to me, so this is what I will do
Maybe you're listenin', so here's one last song for you
Here's one last song for you

And I hope it makes you feel
And I hope it makes you burn
And I hope it reminds you of how much it hurt

I'm sendin' a message to you
And I'm hopin' that it will get through

When it was good, it was bittersweet, honey
You made me sad till I loved the shade of blue
I know you don't wanna talk to me, so this is what I will do
Maybe you're listenin', so here's one last song for you

In case you hear this, then know you're the love of my life
Wanna tell you I'm sorry, I miss havin' you by my side
When you were mine

When it was good, it was bittersweet, honey
You made me sad till I loved the shade of blue
I know you don't wanna talk to me, so this is what I will do
Maybe you're listenin', so here's one last song for you
Here's one last song for you",
1199,,The Thrill Of It All,Sam Smith,"I regret that I told the world
That you were with me
And I regret how I showed the world
That you were pretty
I never thought I'd learn so much
So much from bein' lonely
But I guess I didn't learn enough
'Cause now you won't hold me

I guess I got lost in the moment
I guess I got lost in the fall
I guess I got lost in your heartbeat
In the thrill of it all
And I guess you were goddamn perfect
'Cause every single time you call
I remind myself of what I lost that night, my love
In the thrill of it all
In the thrill of it all

Even though we weren't in love
It was far from lust
Mmm, yeah, you were beautiful
But in you, I could trust
Others, they warned my heart
They said I would lose fast
They said that you were stoppin' ground
And soon to be my past

I guess I got lost in the moment
I guess I got lost in the fall
I guess I got lost in your heartbeat
In the thrill of it all
And I guess you were goddamn perfect
'Cause every single time you call
I remind myself of what I lost that night, my love
In the thrill of it all, oh
In the thrill of it all

And I guess you were goddamn perfect
'Cause every single time you call
I remind myself of what I lost that night, my love
I remind myself of what I lost that night, my love
I remind myself of what I lost that night, my love
In the thrill of it all",
1200,,Midnight Train,Sam Smith,"(One, two, three, four)

I choose me and I know that's selfish, love
You are a dream and I can't thank you enough
But I give another piece of me away
Every wakin' day that I'm with you
Am I a monster? What will your family think of me?
They brought me in, they helped me out with everything
But I give a little piece of me away
Every single day

So I pick up the pieces, I get on the midnight train
I got my reasons, but darlin', I can't explain
I'll always love you
But tonight's the night I choose to walk away
Bah-bah, doo, bah-bah, doo
Bah-bah, doo, bah-bah, doo

Love you so much that I have to let you go
I'll miss your touch and the secrets we both know
But it would be wrong for me to stay
And I'll just give you hope

So I pick up the pieces, I get on the midnight train
I got my reasons, but darlin', I can't explain
I'll always love you
But tonight's the night I choose to walk away
I can't stop cryin', I hate that I've caused you pain
But I can't deny it, I just don't feel the same
I'll always love you
But tonight's the night I choose to walk away
Bah-bah, doo, bah-bah, doo
Bah-bah, doo, bah-bah, doo
So I pick up the pieces, I get on the midnight train
I got my reasons, but darlin', I can't explain
I'll always love you
But tonight's the night I choose to walk away",
1201,,Too Good At Goodbyes,Sam Smith,"You must think that I'm stupid
You must think that I'm a fool
You must think that I'm new to this
But I have seen this all before

I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt

But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad, but it's true
I'm way too good at goodbyes (I'm way too good at goodbyes)
I'm way too good at goodbyes (I'm way too good at goodbyes)

I know you're thinkin' I'm heartless
I know you're thinkin' I'm cold
I'm just protectin' my innocence
I'm just protectin' my soul

I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt

But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less l love you
Baby, we don't stand a chance, it's sad, but it's true
I'm way too good at goodbyes (I'm way too good at goodbyes)
I'm way too good at goodbyes (I'm way too good at goodbyes)
No way that you'll see me cry (No way that you'll see me cry)
I'm way too good at goodbyes (I'm way too good at goodbyes), no

No, no, no, no, no (I'm way too good at goodbyes)
No, no, no, no
No, no, no (I'm way too good at goodbyes)
(No way that you'll see me cry)
Ah-ah, ah-ah (I'm way too good at goodbyes)

'Cause every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad, but it's true
I'm way too good at goodbyes",
1202,,Writing's On The Wall,Sam Smith,"I've been here before
But always hit the floor
I've spent a lifetime runnin'
And I always get away
But with you, I'm feeling somethin'
That makes me wanna stay

I'm prepared for this
I never shoot to miss
But I feel like a storm is comin'
If I'm gonna make it through the day
Then there's no more use in runnin'
This is somethin' I gotta face

If I risk it all
Could you break my fall?

How do I live? How do I breathe?
When you're not here, I'm suffocating
I wanna feel love run through my blood
Tell me, is this where I give it all up?
For you, I have to risk it all
'Cause the writing's on the wall

A million shards of glass
That haunt me from my past
As the stars begin to gather
And the light begins to fade
When all hope begins to shatter
Know that I won't be afraid

If I risk it all
Could you break my fall?

How do I live? How do I breathe?
When you're not here, I'm suffocating
I wanna feel love run through my blood
Tell me, is this where I give it all up?
For you, I have to risk it all
'Cause the writing's on the wall

The writing's on the wall

How do I live? How do I breathe?
When you're not here, I'm suffocating
I wanna feel love run through my blood
Tell me, is this where I give it all up?
How do I live? How do I breathe?
When you're not here, I'm suffocating
I wanna feel love run through my blood
Tell me, is this where I give it all up?
For you, I have to risk it all
'Cause the writing's on the wall",
1203,,You Make Loving Fun - 2004 Remaster,Fleetwood Mac,none,
1204,,I’m Ready (with Demi Lovato),Sam Smith,none,
1205,,To Die For,Sam Smith,"It is if everyone dies alone
Does that scare you?
I don't wanna be alone

I look for you
Every day, every night
I close my eyes
From the fear, from the light

As I wander down the avenue, so confused
Guess I'll try and force a smile

Pink lemonade sippin' on a Sunday
Couples holding hands on a runway
They're all posing in a picture frame
Whilst my world's crashing down
Solo shadow on a sidewalk
Just want somebody to die for
Sunshine livin' on a perfect day
While my world's crashing down
I just want somebody to die for

I long for you
Just a touch (Does that scare you?)
Of your hand
You don't leave my mind
Lonely days, I'm feeling
Like a fool for dreaming

As I wander down the avenue, so confused
Guess I'll try and force a smile

Pink lemonade sippin' on a Sunday
Couples holding hands on a runway
They're all posing in a picture frame
Whilst my world's crashing down
Solo shadow on a sidewalk
Just want somebody to die for
Sunshine livin' on a perfect day
While my world's crashing down
I just want somebody to die for

I just want somebody to die for (To die for)
I just want somebody to die for
(Does that scare you?)
(I don't wanna be alone)

Pink lemonade sippin' on a Sunday
Couples holding hands on a runway (Oh)
They're all posing in a picture frame
Whilst my world's crashing down
Solo shadow on a sidewalk
Just want somebody to die for
Sunshine livin' on a perfect day
While my world's crashing down
I just want somebody to die for
I just want somebody to die for (To die for)",
1206,,Rivers,Skandra,"Do you fend it off
Fend it off with the shame?
That you had it all
That you grabbed my heart with your strength
And I've never looked
I never have felt this way
And I’d rather go
Back to the start and stay
Where these rivers go
I fear we're better off dead
And if we don't know
Let's learn with the current
Where these rivers go
My body's weak
My soul's asleep in your bed
You live in me
I'm alive in you, no matter what we've said
And I want to call
To hear your voice and see
If in this world of fumes
You're still a muse to me
Where these rivers go
I fear we're better off dead
And if we don’t know
Let's learn with the current
Where these rivers go
Do you fend it off
Fend it off with your hate?
That you had it all
Grabbed my heart by mistake
Where these rivers go
I fear we're better off dead
And if we don’t know
Let's learn with the current
Where these rivers go",
1207,,Saint Honesty,Sara Bareilles,"We're leaving all the windows open
We don't even mind the rain
Or where we let the floors get wet
So what if the hardwood stains?
'Cause we're collecting evidence
Of one remarkable storm
How wild it was to find it, finally feel the climate
Instead of only staying dry and warm

Rain on us, Saint Honesty
Salvation is coming in the morning, but now what we need
Is a little rain on our face from you, sweet Saint Honesty

So we won't sleep tonight
While we brace against the wind
Oh, these hearts, they're weather-makers
We'll go where they take us
Until we find ourselves shelter again
We won't settle for the silence
We won't drown in the tears
We'll say every single word even if we think they'll hurt
Let the rain wash away these tears

Rain on us, Saint Honesty
Salvation is coming in the morning, and now what we need
Is a little rain on our face from you, sweet Saint Honesty

Oh, we won't let go, we'll be soaked to the bone
Baptized by truth, we will reap what we sow
Build our own higher ground when the rain's coming down
This is worth it to me, Saint Honesty

Rain
Salvation is coming in the morning
Wait patiently, aiming straight for it
But now what we need
Is a little rain on our face from you, sweet Saint Honesty",
1208,,Dirt,The Stooges,"Ooh, I been dirt
And I don't care
Ooh, I been dirt
And I don't care
‘Cause I’m burning inside
I'm just a yearning inside
And I'm the fire o' life
Yeah, alright
Ooh, I've been hurt
And I don't care
Ooh, I've been hurt
And I don't care
‘Cause I’m burning inside
I'm just a dreaming this life
And do you feel it?
Said do you feel it when you touch me?
Said do you feel it when you touch me?
There's a fire
Well, it’s a fire
It was just a burning
Yeah, alright!
Ooh!
Play it for me, babe, with love!
Burning inside
Burning just a dreaming
Just a dreaming
It was just a dreaming
It was just a dreaming
And do you feel it?
Said do you feel it when you touch me?
Said do you feel it when you cut me?
Well, there's a fire
Well, there’s a fire
Just a dreaming
Just a dreaming
Just a dreaming
Just a dreaming
Just a dreaming
Just a dreaming",
1209,,Ball and Chain,Big Brother & The Holding Company,none,
1210,,The End,The Doors,"This is the end
Beautiful friend
This is the end
My only friend, the end

Of our elaborate plans, the end
Of everything that stands, the end
No safety or surprise, the end
I'll never look into your eyes again

Can you picture what will be?
So limitless and free
Desperately in need
Of some stranger's hand
In a desperate land

Lost in a Roman wilderness of pain
And all the children are insane
All the children are insane
Waiting for the summer rain, yeah

There's danger on the edge of town
Ride the King's Highway, baby
Weird scenes inside the gold mine
Ride the highway west, baby
Ride the snake, ride the snake
To the lake, the ancient lake, baby
The snake, he's long, seven miles
Ride the snake
He's old and his skin is cold
The west is the best
The west is the best
Get here and we'll do the rest
The blue bus is calling us
The blue bus is calling us
Driver, where you taking us?

The killer awoke before dawn
He put his boots on
He took a face from the ancient gallery
And he walked on down the hall
He went into the room where his sister lived, and then he
Paid a visit to his brother, and then he
He walked on down the hall, and
And he came to a door
And he looked inside
""Father?"" ""Yes, son?"" ""I want to kill you""
""Mother? I want to...""

Come on baby, take a chance with us
Come on baby, take a chance with us
Come on baby, take a chance with us
And meet me at the back of the blue bus
Doin' a blue rug, on a blue bus, doin' a
Come on yeah
Fuck, fuck-ah, yeah
Fuck, fuck
Fuck, fuck
Fuck, fuck, fuck yeah!
Come on baby, come on
Fuck me baby, fuck yeah
Woah
Fuck, fuck, fuck, yeah!
Fuck, yeah, come on baby
Fuck me baby, fuck fuck
Woah, woah, woah, yeah
Fuck yeah, do it, yeah
Come on!
Huh, huh, huh, huh, yeah
Alright
Kill, kill, kill, kill, kill, kill

This is the end
Beautiful friend
This is the end
My only friend, the end

It hurts to set you free
But you'll never follow me
The end of laughter and soft lies
The end of nights we tried to die
This is the end",
1211,,Planet Caravan,Black Sabbath,"We sail through endless skies
Stars shine like eyes
The black night sighs
The moon in silver trees
Falls down in tears, light of the night
The Earth, a purple blaze
Of sapphire haze
In orbit always

While down below the trees
Bathed in cool breeze
Silver starlight breaks down from night
And so, we pass on by the crimson eye
Of great god Mars
As we travel the universe",
1212,,No Quarter - 1990 Remaster,Led Zeppelin,none,
1213,,Pipes Of Peace - Remastered 2015,Paul McCartney,none,
1214,,MALAMENTE - Cap.1: Augurio,ROSALÍA,"Ese cristalito roto yo sentí cómo crujía (Hm)
Antes de caerse al suelo ya sabía que se rompía (Uh)
Está parpadeando la luz del descansillo
(Hm) Una voz en la escalera, alguien cruzando el pasillo
(Hmm)
Malamente (Eso e', así sí)
Malamente (¡Tra-tra!)
Mal, mu' mal, mu' mal, mu' mal, mu' mal (Mira)
Malamente (Ah-ah-ah-ah: hm)
(Toma que toma)
Está en la mente (Eso e', ¡illo!)
(Ay) Malamente
Mal, mu' mal, mu' mal, mu' mal, mu' mal (No)
Malamente (Uh)

Se ha puesto la noche rara, han salí'o luna y estrellas (Eh)
Me lo dijo esa gitana (¿Qué?), mejor no salir a verla (No)
Sueño que estoy andando por un puente y que la acera (Mira, mira, mira, mira)
Cuanto más quiero cruzarlo (Va), más se mueve y tambalea

(Hmm)
Malamente (Eso e', así sí)
Malamente (¡Tra-tra!)
Mal, mu' mal, mu' mal, mu' mal, mu' mal (Mira)
Malamente (Ah-ah-ah-ah; hm)
(Toma que toma, vámono')
Está en la mente (Eso e', ¡illo!)
(Ay) Malamente
Mal, mu' mal, mu' mal, mu' mal, mu' mal (No)
Malamente

Aunque no esté bonita, la noche undivé (Hm-hm)
Voy a salir pa' la calle, en la manita los aros brillando en mi piel
Los corales (Hmph), me protejan, me salven (Hmph)
Me iluminen, me guarden (Hmph) y por delante (Hm)
No voy a perder ni un minuto en volver a pensarte (Hmm)

Malamente (Eso e', así sí)
Malamente (¡Tra-tra!)
Mal, mu' mal, mu' mal, mu' mal, mu' mal (Mira)
Malamente (Ah-ah-ah-ah; hm)
(Toma que toma)
Está en la mente (Eso e', ¡illo!)
(Ay) Malamente
Mal, mu' mal, mu' mal, mu' mal, mu' mal (Illo)
Malamente (Ah-ah-ah-ah; hm)
(Toma que toma)
Es pa' la mente (Illo)
Ah, malamente (¡Tra-tra!)
Mal, mu' mal, mu' mal, mu' mal, mu' mal (Vámono')
Malamente (Ah-ah-ah-ah; hm)
(Toma que toma, vámono')
Está en la mente (Eso e', ¡illo!)
(Ay) Malamente
Mal, mu' mal, mu' mal, mu' mal, mu' mal
Malamente",
